"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"POL","Poland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2011","2011","YR","Years","0","Units",,,24.2,,
"POL","Poland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2013","2013","YR","Years","0","Units",,,23.8,,
"POL","Poland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2015","2015","YR","Years","0","Units",,,25,,
"POL","Poland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2016","2016","YR","Years","0","Units",,,24.9,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1970","1970","YR","Years","0","Units",,,7.4,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1975","1975","YR","Years","0","Units",,,8.7,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1980","1980","YR","Years","0","Units",,,11.3,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1985","1985","YR","Years","0","Units",,,13.2,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1990","1990","YR","Years","0","Units",,,14,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1991","1991","YR","Years","0","Units",,,15.1,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1992","1992","YR","Years","0","Units",,,14.8,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1993","1993","YR","Years","0","Units",,,14.8,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1994","1994","YR","Years","0","Units",,,15.3,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1995","1995","YR","Years","0","Units",,,15.8,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1996","1996","YR","Years","0","Units",,,15.4,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1997","1997","YR","Years","0","Units",,,16.4,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1998","1998","YR","Years","0","Units",,,15.8,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1999","1999","YR","Years","0","Units",,,16,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2000","2000","YR","Years","0","Units",,,16.7,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2001","2001","YR","Years","0","Units",,,16.5,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2002","2002","YR","Years","0","Units",,,16.2,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2003","2003","YR","Years","0","Units",,,16.4,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2004","2004","YR","Years","0","Units",,,15.7,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2005","2005","YR","Years","0","Units",,,15.7,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2006","2006","YR","Years","0","Units",,,15.8,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2007","2007","YR","Years","0","Units",,,15.3,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2008","2008","YR","Years","0","Units",,,15.7,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2009","2009","YR","Years","0","Units",,,15.4,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2011","2011","YR","Years","0","Units",,,16.7,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2013","2013","YR","Years","0","Units",,,16.3,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2015","2015","YR","Years","0","Units",,,16.2,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2016","2016","YR","Years","0","Units",,,15.2,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1970","1970","YR","Years","0","Units",,,9.5,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1975","1975","YR","Years","0","Units",,,12.5,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1980","1980","YR","Years","0","Units",,,14.5,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1985","1985","YR","Years","0","Units",,,15.9,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1990","1990","YR","Years","0","Units",,,18.5,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1991","1991","YR","Years","0","Units",,,16.6,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1992","1992","YR","Years","0","Units",,,18.2,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1993","1993","YR","Years","0","Units",,,19.2,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1994","1994","YR","Years","0","Units",,,18.9,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1995","1995","YR","Years","0","Units",,,20.2,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1996","1996","YR","Years","0","Units",,,21.2,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1997","1997","YR","Years","0","Units",,,19.9,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1998","1998","YR","Years","0","Units",,,22.9,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1999","1999","YR","Years","0","Units",,,23.5,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2000","2000","YR","Years","0","Units",,,23.3,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2001","2001","YR","Years","0","Units",,,22.4,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2002","2002","YR","Years","0","Units",,,22.8,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2003","2003","YR","Years","0","Units",,,20.2,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2004","2004","YR","Years","0","Units",,,19.1,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2005","2005","YR","Years","0","Units",,,19.2,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2006","2006","YR","Years","0","Units",,,19.3,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2007","2007","YR","Years","0","Units",,,19.7,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2008","2008","YR","Years","0","Units",,,20.2,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2009","2009","YR","Years","0","Units",,,21.7,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2011","2011","YR","Years","0","Units",,,21,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2013","2013","YR","Years","0","Units",,,20.4,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2015","2015","YR","Years","0","Units",,,21,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2016","2016","YR","Years","0","Units",,,22.1,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1996","1996","YR","Years","0","Units",,,15.4,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1997","1997","YR","Years","0","Units",,,15.7,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1998","1998","YR","Years","0","Units",,,15.9,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1999","1999","YR","Years","0","Units",,,16.1,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2000","2000","YR","Years","0","Units",,,16.5,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2001","2001","YR","Years","0","Units",,,16.3,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2002","2002","YR","Years","0","Units",,,16.6,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2003","2003","YR","Years","0","Units",,,16.4,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2004","2004","YR","Years","0","Units",,,16.5,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2005","2005","YR","Years","0","Units",,,17.2,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2006","2006","YR","Years","0","Units",,,17.3,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2007","2007","YR","Years","0","Units",,,17.3,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2008","2008","YR","Years","0","Units",,,17.5,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2009","2009","YR","Years","0","Units",,,17.1,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2011","2011","YR","Years","0","Units",,,17.4,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2013","2013","YR","Years","0","Units",,,17,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2015","2015","YR","Years","0","Units",,,17.8,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2016","2016","YR","Years","0","Units",,,17.9,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1996","1996","YR","Years","0","Units",,,24,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1997","1997","YR","Years","0","Units",,,24.5,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1998","1998","YR","Years","0","Units",,,25,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1999","1999","YR","Years","0","Units",,,24.6,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2000","2000","YR","Years","0","Units",,,24.4,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2001","2001","YR","Years","0","Units",,,24.4,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2002","2002","YR","Years","0","Units",,,24.3,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2003","2003","YR","Years","0","Units",,,24.3,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2004","2004","YR","Years","0","Units",,,24.5,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2005","2005","YR","Years","0","Units",,,25.2,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2006","2006","YR","Years","0","Units",,,25.7,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2007","2007","YR","Years","0","Units",,,26.3,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2008","2008","YR","Years","0","Units",,,25.6,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2009","2009","YR","Years","0","Units",,,25.1,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2011","2011","YR","Years","0","Units",,,24.5,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2013","2013","YR","Years","0","Units",,,24.3,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2015","2015","YR","Years","0","Units",,,23.8,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2016","2016","YR","Years","0","Units",,,23.7,,
"ESP","Spain","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1970","1970","YR","Years","0","Units",,,10.3,,
"ESP","Spain","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1975","1975","YR","Years","0","Units",,,12.6,,
"ESP","Spain","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1980","1980","YR","Years","0","Units",,,14.9,,
